,level_0,event,person,time,value
9481,9481,offer completed,242ae46c55a74e1797499e12308c3965,282,10.35
9482,9482,offer completed,690ce015f65549f693d69593f3bd4663,282,29.24
9483,9483,offer completed,14da6197d53d4ca49f4ce75367bb06cc,282,27.84
9484,9484,offer completed,169ad543fdaa433a820d84502c32a826,282,15.73
9485,9485,offer completed,2b305dbf84dd441ab8ea26242bcced60,282,22.66
9486,9486,offer completed,e5747aa5f9cd4079ba6d76cbd0b9363c,282,18.88
9487,9487,offer completed,4d17f173ee4d460f9e51ecfe83a45f8e,282,23.84
9488,9488,offer completed,13712893fcb34bd691d9a1dfd0d155bd,282,22.58
9489,9489,offer completed,d18403099d124d95938941bd98f008f0,282,14.97
9490,9490,offer completed,cd083b1cbfa34e2298465c4bebb688ca,282,25.38
9491,9491,offer completed,158d8edca3b443c7a65eaffd591bdc27,282,15.72
9492,9492,offer completed,895cedf9adcc4c8ab3767b70f03cad69,282,36.38
9493,9493,offer completed,9b42f9e0dc2e465982845e31f0b5c02d,282,12.96
9494,9494,offer completed,6280ae4ee7844024bbcdb9d339d2d859,282,18.38
9495,9495,offer completed,05bedc6bbcc64a41b1745f6efe00776d,282,20.92
9496,9496,offer completed,7a96cdb7ae6047f7ad042e8f97e66ae0,282,8.69
9497,9497,offer completed,dead5bb271584b079a521e8ab19b1cab,282,2.9
9498,9498,offer completed,6cdaca9000bc4408921453abfafcc6d2,282,10.76
9499,9499,offer completed,a1edbd2104ae4282996556de41ccc96b,282,28.44
9500,9500,offer completed,86dc646050b24398977579e08ea4d7f4,282,10.48
9501,9501,offer completed,8afd61052075479bacfe7dec6a27111c,282,16.67
9502,9502,offer completed,8b113c0c1ccb4650ac550e3a7a7710f4,282,6.23
9503,9503,offer completed,f0986f270b1f4112bc3254366325f819,282,8.32
9504,9504,offer completed,5e2b7a1c76eb4c7c825c331b9a9f696e,282,7.06
9505,9505,offer completed,d087fd0166404163b7d1e1e7cf2a9ac7,282,7.97
9506,9506,offer completed,731cf81d68a641019a2da3fc97459223,282,11.63
9507,9507,offer completed,f32f71dc2cdb4ec4865e75bad71aaec0,282,13.94
9508,9508,offer completed,a97b0e2c53fd409d962cbebc359f3f1f,282,17.59
9509,9509,offer completed,bd0d43a486d741acb7a52946ab324de1,282,4.91
9510,9510,offer completed,6adfab79d9114248b0e7295149bf98d8,282,9.51
9511,9511,offer completed,f8d52526c7714472ba97f3e87931bebf,282,7.96
9512,9512,offer completed,fdf46baf397041ccbff333b3ab1001f3,282,13.54
9513,9513,offer completed,96cac717ce2d4547842e06982d75f735,282,24.88
9514,9514,offer completed,ceedc974c26147dfa1190aa4148d3065,282,23.67
9515,9515,offer completed,b1552ad9c27d49d49e8a30eaf6cb79b0,282,3.68
9516,9516,offer completed,1e5d6388b5214fefb090a9a2a4d21983,282,48.2
9517,9517,offer completed,569875718e4e4d5aa05eb9ce7740736b,282,25.6
9518,9518,offer completed,8e62dbff5dac441391ee3a5564270085,282,5.35
9519,9519,offer completed,62d5b9f500494d5293e71f2be052962b,282,25.8
9520,9520,offer completed,d0730c86e9f34da1a8d458c28ab5bd49,282,13.97
9521,9521,offer completed,58bfdfbb982144a09e4a94eabfc521d3,288,19.08
9522,9522,offer completed,44cd266479b04e20abf7b4abeeaba92e,288,10.25
9523,9523,offer completed,43a78c110de64f5c98d01f13d02332df,288,12.78
9524,9524,offer completed,7882ad2a6cd44b6796c4e6eaffc40eb4,288,12.9
9525,9525,offer completed,0d58682ece0e4b788eff41f6d805314e,288,25.63
9526,9526,offer completed,043bcfeacb874bbc837300701ce25870,288,17.48
9527,9527,offer completed,7e7598e16a454124bf675d37b1a2c265,288,1.76
9528,9528,offer completed,4f033f31c7374f69806e8bf90a5161e5,288,30.4
9529,9529,offer completed,cabe4c65156b43039a30511ec6bfdfae,288,18.17
9530,9530,offer completed,ee131d9539e44c4aa22d218213089281,288,12.79
9531,9531,offer completed,3604bb2fce684eb8ba96f2c7d1fffa92,288,26.9
9532,9532,offer completed,8d4d3da98c7b40d4840564524c0d0d4a,288,27.19
9533,9533,offer completed,7a9b77c89125493fac8428c5935fbe9f,288,16.72
9534,9534,offer completed,31c17c442b3c4cf8ae311ecac03b6dde,288,21.05
9535,9535,offer completed,27a46d6249d1469686d1a3ef57486d06,288,27.97
9536,9536,offer completed,687124db30ef49628aa8f13c2149397c,288,15.01
9537,9537,offer completed,65b28828b1c54ded8cc31b803dec748a,288,11.07
9538,9538,offer completed,135b0e8d3c7c4440be4ebca74ea9fb84,288,1.5899999999999999
9539,9539,offer completed,537cb01b85034adda92399a285704c14,288,19.99
9540,9540,offer completed,28d6452ecc534860b70ab53d92dd1acf,288,30.43
9541,9541,offer completed,a38973ef33214677b210694dbcc2392f,288,31.72
9542,9542,offer completed,5b5449454f7842e3b0e8993012278079,288,6.42
9543,9543,offer completed,0217c4393fd54e74a523b63c0fcc3da5,288,22.72
9544,9544,offer completed,d19e2ab62d954b7aa521b0588eeb8af9,288,8.16
9545,9545,offer completed,02c89861ce2c4010bf4ed63f6f6d5df3,288,22.35
9546,9546,offer completed,2501ffd88b2b44d28810e3c3387fbcca,288,8.61
9547,9547,offer completed,3c8359ab6ad5409c99e72a9bff9684f5,288,22.4
9548,9548,offer completed,33a250936721451c90b4280f3bcf7cd4,288,8.05
9549,9549,offer completed,35430f8b711c4813a7ede5552b41a802,288,33.01
9550,9550,offer completed,d0cb3963974b4266bf7a8ede1d96a884,288,7.13
9551,9551,offer completed,f6b4a4ddc2104e988d9d3beff64858b5,288,12.16
9552,9552,offer completed,8bb69effdb0140a2b18280fc70814315,288,7.4
9553,9553,offer completed,5296796ca91f4f20bc8942a582acbea7,288,5.67
9554,9554,offer completed,9e71d772ceed40408f7a26dea47cda37,288,5.35
9555,9555,offer completed,30cc0cf8376e4f6aa773188e17265f01,288,11.12
9556,9556,offer completed,8d96c3ad478243dc85d2767d65458372,288,7.98
9557,9557,offer completed,5fc90103b7f74459bcbb2778c223d02e,288,2.7800000000000002
9558,9558,offer completed,6eb9d5bea74d4cc1a16452f73a50e8d1,288,7.35
9559,9559,offer completed,f3e801caeafe4899b3b989b586e74ac7,288,18.74
9560,9560,offer completed,3e9d8e91ee7d4669b4ceaed416819c2b,288,28.8
9561,9561,offer completed,bbb98c130cf441f6a1e360436565b697,288,18.74
9562,9562,offer completed,35dd7d2deb184c159756d2132964448b,288,36.24
9563,9563,offer completed,350ff0b961e34333b7653f6877e821e1,288,27.54
9564,9564,offer completed,5231af830b174aef98790a75b95f00f3,288,50.3
9565,9565,offer completed,8f9b3a14beef4771a37fc05f1d7574d1,288,8.18
9566,9566,offer completed,e943d191bfc44591a7bad20cc1548190,288,14.15
9567,9567,offer completed,6669e4f5e2904f19b091c3792a6187d8,288,29.65
9568,9568,offer completed,cec067fa177d430ebb43dd6a179ab987,288,19.37
9569,9569,offer completed,ea852d66433644f39563afec12ae39c2,288,5.06
9570,9570,offer completed,08d655efbe574f538c445adac44085b3,288,24.97
9571,9571,offer completed,8640a7e770b34c52b3f43fac228ec341,288,18.27
9572,9572,offer completed,6e474f09fda042cf9d084ba51c829017,288,10.76
9573,9573,offer completed,3577fe12bcdc4ae480feb3bd325f3f47,288,9.26
9574,9574,offer completed,954c9df0d29d462bb28968961f602cf2,288,18.52
9575,9575,offer completed,292fc9b98199494cb55c027f5bfac8aa,288,10.14
9576,9576,offer completed,707751baa4864f26b172acd343e19f87,288,5.05
9577,9577,offer completed,2c97c8fc03e046f2aa9c4504d0d719dc,288,7.63
9578,9578,offer completed,8eb1d5e323384aa8bd184749bf9cfc69,288,24.34
9579,9579,offer completed,71721bc113e246aea2209b2aa7a5d58f,288,26.96
9580,9580,offer completed,8a504d8980764110bd0a6ce89213e097,288,26.96
9581,9581,offer completed,883df6ab4b364bbd85c2373430e12c7e,288,11.68
9582,9582,offer completed,788db6a5814247e38bac0a3c0c56ec96,288,1.6099999999999999
9583,9583,offer completed,e2fd3352911844f0b3bc2965978c2798,288,31.56
9584,9584,offer completed,4520caf5f7ac4436b2b536e1315bd6df,288,23.18
9585,9585,offer completed,f3fbb30bac49414cb6a515e563ee0f99,288,2.73
9586,9586,offer completed,162f5e28092d48d4b37507159a82cf16,288,33.69
9587,9587,offer completed,6fb9bdf5ad7e43eea5133d3621cd1f4d,288,8.57
9588,9588,offer completed,db22718fc9144e44b5fab97ea282cdb6,288,0.86
9589,9589,offer completed,c58726d95ba8447ba01036e9d50da94c,288,1.05
9590,9590,offer completed,18fc7f5237ff466ebfe2aeb5bfebf1b4,288,20.34
9591,9591,offer completed,8184c15e16704a54a32705a4f10caec6,288,16.45
9592,9592,offer completed,648bf85977494f6592d776c42896c3bf,288,20.39
9593,9593,offer completed,70938b2cdda040a4b513a39d9ac381ed,288,25.58
9594,9594,offer completed,b9a7de55d4bd43f49a0865edf14ee23a,288,4.42
9595,9595,offer completed,747a2170abe34708aefe3c6de2b96241,288,10.06
9596,9596,offer completed,da6c95e567f94dfdb54c16073807fcfe,288,8.51
9597,9597,offer completed,2f4bde67035f445d9c805e09bef359fe,288,28.97
9598,9598,offer completed,5d26e4cc7a9c47af96abca48de7745d9,288,1.18
9599,9599,offer completed,e973d133f6c547439dac45482d096241,288,11.03
9600,9600,offer completed,19626bf0c0ab416492d1ac3af4d7e06a,288,6.22
9601,9601,offer completed,610d28575297498cba95d3dbb85f2478,288,18.74
9602,9602,offer completed,784bc75af56e403e9030470bd9c49fcf,288,10.27
9603,9603,offer completed,8e3a21fbcf7c417e9ad84aec4d60333b,288,12.5
9604,9604,offer completed,0ce0ba52448e482590a6ddd885050b3d,288,39.27
9605,9605,offer completed,55540073b2be424a9729852465b1b8df,288,14.87
9606,9606,offer completed,a1dcc22a7130456296338d45fec72622,288,10.44
9607,9607,offer completed,3655dd06092b4cf28edf80f4daee8d93,288,26.01
9608,9608,offer completed,69c15bc685ef47bc91b850ffe90949d8,288,13.0
9609,9609,offer completed,cf7e4e33c98e4a2489846d97d46cb84e,288,10.18
9610,9610,offer completed,d19d23efa5ee42e5b97f50ceaaa44130,288,18.55
9611,9611,offer completed,79e9755d1f764049b027dc209bd2a85d,288,11.97
9612,9612,offer completed,c3dfa90ae52046d99affcae8e094af56,288,21.79
9613,9613,offer completed,600110e8ae6643c693aa32401008422f,288,11.8
9614,9614,offer completed,c351f19547574c92a69d01bca7d7ad6e,288,5.9
9615,9615,offer completed,677b68c6df3449c2a2853d551c8b2ac3,288,4.16
9616,9616,offer completed,434895bf1bd14ee4b064961958b9d1a4,288,33.58
9617,9617,offer completed,e61ba43fd8bf4b18b97af08e1ae53fc7,288,5.71
9618,9618,offer completed,d0e38277ec4646c7a73b408211b7ff19,288,32.26
9619,9619,offer completed,4dde15db514d4db680ac4e9bbd9c0459,288,23.73
9620,9620,offer completed,2f937953414c4fc5aae319f8ba4d441c,288,15.68
9621,9621,offer completed,25656382424241009698120962046477,288,11.2
9622,9622,offer completed,3b84fac9ca1148bb96b133ced98f565a,288,21.32
9623,9623,offer completed,2c4cee9819af47e78a2a9fc5030921a8,288,12.21
9624,9624,offer completed,f9d370faa68e4fff90acd14b3e80d344,288,26.29
9625,9625,offer completed,4ddaa5065f754bf19f90a87af8f448f5,288,24.51
9626,9626,offer completed,9bff0ab1de694e8aab7f0a43b79772ae,288,7.64
9627,9627,offer completed,26597fda4cf64c70961450d5a5f515a3,288,16.67
9628,9628,offer completed,f78d6294f1f5420484813dc91bd68ccd,288,18.33
9629,9629,offer completed,e4762356dd2a488bb6e0733a06469078,288,6.29
9630,9630,offer completed,7d1f81064589437591e0bf7d9e794e30,288,5.01
9631,9631,offer completed,13d551f1c2084eb584d6f5cad4c1348f,288,14.3
9632,9632,offer completed,629e6cc6ce414012a7b6a398b4dd4050,288,13.54
9633,9633,offer completed,f96754182a644785abd6553b5feedda7,288,15.42
9634,9634,offer completed,b36c3a3d70784a9d8922960b71eadcb7,288,14.79
9635,9635,offer completed,da325463019e4cc9b1a9b9f68b1d8b4b,288,14.52
9636,9636,offer completed,2b538cb81add42819dd88b12c42b023f,288,27.02
9637,9637,offer completed,8fbc24ca2c8a4f16873fbdfe6b29f5e9,288,6.75
9638,9638,offer completed,b008527a63914a51bf97fc0b800e7fe1,288,125.41
9639,9639,offer completed,62e0a89f636546a784c46ed29e80393c,288,14.81
9640,9640,offer completed,2fbaa23354c04e298e1e731d7f4ff098,294,26.46
9641,9641,offer completed,f3d444bdb33447e596c8971e64dee3b2,294,22.4
9642,9642,offer completed,6102a98c9f354bb087d6c560d147e397,294,17.61
9643,9643,offer completed,3318abd380904f28a05d90a5514a2375,294,1.94
9644,9644,offer completed,f40d6cee844544ae829e48798f635631,294,22.35
9645,9645,offer completed,79fd2e6ffce44b4da0f8a767537c1ee9,294,28.32
9646,9646,offer completed,8b15b7b0e20a4ee7b6c0104a4347056b,294,6.53
9647,9647,offer completed,89471970d2fc4f5ebe1712424467d0b5,294,18.11
9648,9648,offer completed,7a25184a373140418490fb812f520902,294,21.28
9649,9649,offer completed,ac41b8574427446e8f31fc37042ac3ee,294,7.44
9650,9650,offer completed,2819204bee6744448230fc8e6d0d098e,294,21.12
9651,9651,offer completed,8912f2b9af0c488fb2045d7ca5f5dfb9,294,3.52
9652,9652,offer completed,704bff5432104453be90144d46323275,294,22.75
9653,9653,offer completed,34033bd14aa2441f944909a4906c23c5,294,30.63
9654,9654,offer completed,46812f3fc07549908327d169eede2c50,294,6.22
9655,9655,offer completed,6be998814d624a4c807221ef2f8999ec,294,25.73
9656,9656,offer completed,f3ab5d3926434b5c931f78eb07aa7787,294,24.41
9657,9657,offer completed,e3089562160a48108205a76c5e7fd6b0,294,11.95
9658,9658,offer completed,94c8203b530045afa11b87b15b887b0f,294,16.89
9659,9659,offer completed,c325c5e0684044d69ed99953fcd703ca,294,13.71
9660,9660,offer completed,fe66b9029bf34fdbae7b4158b9e01bb7,294,9.87
9661,9661,offer completed,9fdfd7c434b14df9a8c4f9bf5c176439,294,31.42
9662,9662,offer completed,44fd7e4d927149a88ea9c45ea624dddf,294,13.83
9663,9663,offer completed,d2ad5e6eadd24abbb98157d2b267b120,294,24.89
9664,9664,offer completed,bd3219877942414f99069552317ab913,294,22.66
9665,9665,offer completed,b61bc5743b0949c5972f839075ffcdf3,294,7.11
9666,9666,offer completed,b356125432734295ba2ffdf0fd880a5a,294,7.26
9667,9667,offer completed,aa445cee24ba41389eadabcf2fc95bac,294,17.55
9668,9668,offer completed,3408fd05c781401f8442fb6dbaaea9c7,294,12.47
9669,9669,offer completed,d613ca9c59dd42f497bdbf6178da54a7,294,22.9
9670,9670,offer completed,9b7fd7a0cbfe4dcbb952f3725a61aa41,294,1.16
9671,9671,offer completed,84c428f8c96e47738f53fc6a63ecb776,294,3.68
9672,9672,offer completed,f105b8f61dda45739cd5b0d64807ec0a,294,26.63
9673,9673,offer completed,2430f060c40a4ab9915b763d075b36ab,294,4.77
9674,9674,offer completed,8aef76b765204f9ab1b63d601dd8be63,294,17.7
9675,9675,offer completed,5ed6fe9d9589427e8838b278d61732fe,294,6.24
9676,9676,offer completed,ab5507aac2594b288382b7745a619819,294,9.31
9677,9677,offer completed,b18ede11af8c44cfa56289fd58f04573,294,2.55
9678,9678,offer completed,a074925eb4cd4b46a22fe8206b36ac2e,294,17.08
9679,9679,offer completed,385bcabcfd854890b8fa60d58971ed0e,294,11.06
9680,9680,offer completed,09c957e5a4ac4c339b25fe08b12cd921,294,11.96
9681,9681,offer completed,53ee066c1c7540d9b447d19d152e354e,294,17.7
9682,9682,offer completed,6a0b499af13647149bb1b7ac322a5f50,294,11.1
9683,9683,offer completed,5b19fce5498142acbc57faa281c82d6e,294,27.73
9684,9684,offer completed,eb24e03660794ac0a571614507c2bb2a,294,18.47
9685,9685,offer completed,c904a6699db54225931ef82552f3f9ea,294,5.5600000000000005
9686,9686,offer completed,a72733b3057644809e9db04b7eb8c986,294,27.86
9687,9687,offer completed,97784e4285e24be886c6dad4fb111df2,294,14.81
9688,9688,offer completed,92db868bb4604c1db799a0e2440656a0,294,31.24
9689,9689,offer completed,9e894ff66aba45bbbe75575a03aeb00e,294,36.89
9690,9690,offer completed,b567154700ce468ea2cf636912fa2b08,294,3.5700000000000003
9691,9691,offer completed,916d513074dc4cbead2c1fb4070a06e4,294,17.62
9692,9692,offer completed,fbf1e8ee855d4d43b7adf0f6233de40b,294,11.4
9693,9693,offer completed,0c89378f14804b42b6e63e4dc26e8d3e,294,18.46
9694,9694,offer completed,147be99d763240b4b7cbe0e024693807,294,23.13
9695,9695,offer completed,e5a845f2059d4ae2a9cbb0beee60ff26,294,10.05
9696,9696,offer completed,722861f1006e4bd19439516cce98fbfd,294,14.06
9697,9697,offer completed,d80211f9f5ff46408d55adee3727aff3,294,10.69
9698,9698,offer completed,90e3006dafc4487aa3edadcaa8cc36de,294,8.78
9699,9699,offer completed,c527628db5064bcea197c2a1e28f7d7d,294,4.44
9700,9700,offer completed,4d70dd97b0004d47ad520d33da69b6da,294,5.47
9701,9701,offer completed,c38c65f6837d42d8a2c15a2acbc15366,294,2.79
9702,9702,offer completed,72412f41d944472dbba2183ae9af8a8e,294,31.48
9703,9703,offer completed,92c64373cec54b3aa85401d0c2134893,294,6.51
9704,9704,offer completed,277d5c3110104e278963d796465f45a8,294,20.85
9705,9705,offer completed,26275bfb01394582b7b5e49f9d0b7d27,294,2.58
9706,9706,offer completed,dbc1309c2e2b42ffaa754f87a2b405fd,294,31.92
9707,9707,offer completed,9a71e5d79fdf40c8b316ea7cf615bc21,294,13.5
9708,9708,offer completed,b3e2dd2a722d43cfaf1ea7184ef8d338,294,15.76
9709,9709,offer completed,d53f33e6bd1b4f1cb5273bef76b5b9f6,294,25.11
9710,9710,offer completed,4d98b7f2489241ce83e363f6862b0961,294,6.15
9711,9711,offer completed,7065e5bd01f54bdd9ac511586276b4f7,294,10.17
9712,9712,offer completed,4ae4c3dec40f41a6a4077e5027ba7f24,294,6.06
9713,9713,offer completed,bc7d3d93fced4768b565f7a3d812c331,294,4.48
9714,9714,offer completed,533ebfc687094b419d7a1148cb9616bf,294,23.09
9715,9715,offer completed,867702310b6f44578ba40450198dfc55,294,28.67
9716,9716,offer completed,51b8d05d5f35469987e359913a92848a,300,17.1
9717,9717,offer completed,362858ec6f754ad39c3dfd0923a677f2,300,36.47
9718,9718,offer completed,b0896a4a051242609400176f10cdb4c3,300,1.5
9719,9719,offer completed,9a6404d508484803818c88d6393ba26b,300,31.34
9720,9720,offer completed,3e71633fb9fa489ba6396c1e72807eed,300,6.26
9721,9721,offer completed,b8584f6932e049faa62abf58b1f0e407,300,17.58
9722,9722,offer completed,80d91a0adda54866a74399da38129f9f,300,13.3
9723,9723,offer completed,91f94a5f78434d63803c89c44cef567e,300,11.62
9724,9724,offer completed,fbb1d7819d564c489f4b196818d6026c,300,10.45
9725,9725,offer completed,be429cad6b054990a4926ea40bf779df,300,14.34
9726,9726,offer completed,01ab25c31f034f85bc4ac9d286fb7a76,300,573.13
9727,9727,offer completed,68890545a1f541c5b8eb6c69682596ab,300,23.54
9728,9728,offer completed,5b92502b4fcb4f65975d66fa7e275ce3,300,34.59
9729,9729,offer completed,a4b50cb72c8643c59e9204b10309955c,300,13.44
9730,9730,offer completed,6577d9555cfe49359566c3271289b314,300,29.08
9731,9731,offer completed,c5b3b2b286d14a7dabda17399efa7ef7,300,36.96
9732,9732,offer completed,4833c82a254f4c4b97f01ca24d8a5f2d,300,17.18
9733,9733,offer completed,9d7ee5485d064f5b8cecc53fe55863ac,300,32.26
9734,9734,offer completed,8b478e70d97043cea2ac68c8072fcc13,300,23.4
9735,9735,offer completed,84bfaf462c614a21a2c916bbb5396796,300,1.15
9736,9736,offer completed,9a909a237a0b42548e3de9a7ab700d60,300,10.08
9737,9737,offer completed,29f206c56f414159bf31ab8feac7bc66,300,21.53
9738,9738,offer completed,6338c7b7d2df459babc678a80ff57721,300,28.19
9739,9739,offer completed,cc80480892f04ee0acabe628560965db,300,26.03
9740,9740,offer completed,6fb5a191d0d6459fbfb659bb14a3101e,300,12.78
9741,9741,offer completed,a19ede978c814ac28267c51c93c1cd2c,300,37.66
9742,9742,offer completed,ff6a080134fc44dc9c7e7b5abcfbe849,300,35.45
9743,9743,offer completed,39e169565ff64c0796f8136fb9ba08d9,300,11.91
9744,9744,offer completed,458ab43bba82460396cd9cc7afc3d12f,300,6.64
9745,9745,offer completed,a44918e773f24397ab2c5e3dfb2207ca,300,26.76
9746,9746,offer completed,664c0533a818495781cb3a3a1c5cc5e6,300,16.23
9747,9747,offer completed,dd2a12c798a54a1687b5ccb12a8e508e,300,20.68
9748,9748,offer completed,dc4ac8f6499446d1aac1c20d25ac5a6c,300,18.94
9749,9749,offer completed,5631d406ccde4e8099f1ac4ed77ac193,300,7.43
9750,9750,offer completed,095387dd9436426fa454cda037297d0a,300,19.08
9751,9751,offer completed,d9ac38630d8d4c68b7fa831f179c0d9e,300,16.45
9752,9752,offer completed,780b53dde0774138b7feb0506f0bc84d,300,366.3
9753,9753,offer completed,be630b1393a744798b87e3ef23f46aed,300,225.6
9754,9754,offer completed,8d298ad7857d44fc8cc012d3303429e1,300,36.07
9755,9755,offer completed,1acb3e87e3304271a3c917cc80a53780,300,12.61
9756,9756,offer completed,9fb680775f964e4daefcf176252c4f24,300,17.96
9757,9757,offer completed,6bb9186fb03e4d99a4c7f10ce849c65b,300,10.44
9758,9758,offer completed,e8f1bee026c14932b9e0aad8c404afe1,300,35.22
9759,9759,offer completed,614ec3d641654c2d9d5c2a15e329c774,300,33.05
9760,9760,offer completed,f989eae32e334d358bc868e68bd18295,300,25.81
9761,9761,offer completed,a78dccc2d86944b7bf05bc7571cae761,300,20.26
9762,9762,offer completed,489b497d9b0c44a3b6292525e71cec57,300,30.78
9763,9763,offer completed,0d71469761604d3688ca099ff09a403f,300,18.38
9764,9764,offer completed,c6bab8832fd043e5b81dc5f0b587ec6d,300,18.88
9765,9765,offer completed,dcc6169a0d34425283c5453cc34c2e80,300,11.31
9766,9766,offer completed,2fd55b2564c54db191185409836f81e5,300,6.57
9767,9767,offer completed,62d8f760122a4a9caed68677357ead15,300,18.37
9768,9768,offer completed,51675276c5014149adb6afbab8396dbf,300,2.24
9769,9769,offer completed,f3e63d9a92c3439faedc771850017d40,300,27.01
9770,9770,offer completed,317109d3d22e4ed9b972ae8bc49d94cc,300,22.86
9771,9771,offer completed,c7f2086077db4e609473990c299df5ee,300,25.56
9772,9772,offer completed,e20fad3940354753a736242503842029,300,6.64
9773,9773,offer completed,a4d629a11c0746c69c01f660286dea7e,300,13.69
9774,9774,offer completed,f849c40455e04eb18b2f3321c592d4cf,300,22.35
9775,9775,offer completed,0091d2b6a5ea4defaa8393e4e816db60,300,27.03
9776,9776,offer completed,2c69dce992ea45a583a47b0f25386bab,300,10.2
9777,9777,offer completed,4306f7eff9f14072833008e7b63ac535,300,11.52
9778,9778,offer completed,c6c9884912c645429f3333f912b55f44,300,3.07
9779,9779,offer completed,ebe7ef46ea6f4963a7dd49f501b26779,300,9.32
9780,9780,offer completed,8cc1a1bd309842bfaafd4483d994579b,300,18.45
9781,9781,offer completed,15a95216e2cd4a14b45fc182adb81dc6,300,19.35
9782,9782,offer completed,d791a7a91a0343c4885594c348211fb2,300,31.12
9783,9783,offer completed,bd7c74c5166e4a469ad169da1e0f3d8d,300,21.09
9784,9784,offer completed,f5f1e2044c7d4fa68938640809cbb4bd,300,5.86
9785,9785,offer completed,de8ea15f5f0545b6b45df1a7ae2dca11,300,14.02
9786,9786,offer completed,427b6f492f62468cb53ad6c040002b88,300,10.54
9787,9787,offer completed,4d7d5a156adf4aa4b4a1f5b8851d1e7a,300,4.55
9788,9788,offer completed,9a84c544ff7a4887bc047cc06d8c388c,300,4.73
9789,9789,offer completed,a2e2ceca2ee74bd08db8a322bc6c98e4,300,13.89
9790,9790,offer completed,638eb4b1d24b48e1bbcb15e5b5326650,300,14.81
9791,9791,offer completed,12e0c95d8db54ee48800073d5b0a1269,300,12.6
9792,9792,offer completed,536ab076982d4b10aea44b4a4624ebe9,300,2.0
9793,9793,offer completed,79f083ca34ce4d27a37d98a5ceb83592,300,4.2
9794,9794,offer completed,787d7fac9488408b99bc4be662ae2655,300,36.42
9795,9795,offer completed,0e75eea1fe5d40dd822e9f311738400e,300,23.19
9796,9796,offer completed,0622afdf88de4cb4b0b59f08312c344c,300,5.27
9797,9797,offer completed,9a9e4bc03342441890dac077c283f821,300,32.3
9798,9798,offer completed,5be2d81081b64d6c8825ae9fe780b79f,300,10.78
9799,9799,offer completed,970d7af2030742f2a098184bea0da030,300,34.04
9800,9800,offer completed,62b82a6507554dfca4ca1c9775f1fabe,300,3.17
9801,9801,offer completed,9d3cd9fcde7f4bbabaeb35f61a36c3a5,300,15.6
9802,9802,offer completed,9c692f9c82634eae9b881367b008c242,300,0.52
9803,9803,offer completed,92ef36388eb949938fd0cc8155ed300a,300,9.4
9804,9804,offer completed,e4564aa65a714a7ca782e41c23f20b0d,300,11.42
9805,9805,offer completed,4d994848a31f4ef1b9017c794b5a743a,300,14.73
9806,9806,offer completed,aaa88e429f654c6295d47ae156636fa0,300,28.47
9807,9807,offer completed,a31569d18e98488bb54537067aaef61a,300,15.65
9808,9808,offer completed,10af934bbfb641a49d9376d61dcb203a,300,22.04
9809,9809,offer completed,279e4e1e7b5741669a6f382b45ea203f,300,1.6
9810,9810,offer completed,316ff0fdde4547b68c6aefe8d362f4f6,306,20.52
9811,9811,offer completed,abae13b2df30414990996a157cbffbd6,306,27.1
9812,9812,offer completed,4d0f1506ae6b494f8bf11d4ddc700fca,306,4.44
9813,9813,offer completed,5c42c4ebc76543dab1c3791784a251ba,306,3.22
9814,9814,offer completed,fc5ec01a59cd4cb483837f44329bcefb,306,19.48
9815,9815,offer completed,0251876076024444864473545adce065,306,3.09
9816,9816,offer completed,39b57fdfee50434d8225541b7bc06a62,306,8.69
9817,9817,offer completed,d7af537a9c1c47d8a89913699c4b4343,306,5.79
9818,9818,offer completed,13aaa1bfcbaa4ae092d311e6beeba695,306,22.41
9819,9819,offer completed,bb70962f3bb64f2a9ee75d5a0615bc07,306,29.91
9820,9820,offer completed,fcdc9e86b659499d882a4714ea53e974,306,11.25
9821,9821,offer completed,6d43ca076aef48c3a20af0ce5cce1a52,306,3.35
9822,9822,offer completed,c9f85399ba1d493b86764cf1db917989,306,16.17
9823,9823,offer completed,5ada584c1ae54a2b8dcdfbcf0096d015,306,11.97
9824,9824,offer completed,3b23884e551e45ffbd81a7370170180a,306,10.39
9825,9825,offer completed,f99c2a5198dd418e903637fcab51477f,306,27.36
9826,9826,offer completed,b82684c4183e46028854b30de1c3931f,306,53.24
9827,9827,offer completed,37d27dc053ea481a94009b7e5ec92308,306,26.77
9828,9828,offer completed,3381f8550e8944c89cdadf97a3461823,306,26.53
9829,9829,offer completed,39d43317563d4e11b71d5e514f08860e,306,12.98
9830,9830,offer completed,bfe8855ff5f34cf6a8e7ce556b0e7e73,306,26.12
9831,9831,offer completed,95ef73ccde5740e5ba055c9ff322ae68,306,21.01
9832,9832,offer completed,28254160875943e883e1ed9460f8d65f,306,4.75
9833,9833,offer completed,56a80c7c0d0947948e12441d5ee8d0ab,306,10.03
9834,9834,offer completed,ebc87930804e4e9398e28d33f1896c31,306,5.79
9835,9835,offer completed,c1f8cc626b7c4ae790288516a2e25419,306,19.07
9836,9836,offer completed,3dfbb9216e3f4be7be709bec72faed0f,306,3.6
9837,9837,offer completed,26e8ef90d9d64c919ebbe964781c122f,306,21.44
9838,9838,offer completed,0a6d56d11a9b43bdb6aec1be26ae3f52,306,2.66
9839,9839,offer completed,2e792741fcd548889f45c3399a1d6f69,306,25.86
9840,9840,offer completed,d98654c04b694e7da1b10479b34b295e,306,16.88
